,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,Takoradze,4.8845,-1.7554,79.81,86,61,8.93,GH,1612740884
292,Nouakchott,18.0858,-15.9785,64.4,29,0,8.05,MR,1612740952
293,Chipata,-13.6333,32.65,65.79,96,100,3.33,ZM,1612740953
294,Solenzo,12.1833,-4.0833,76.44,21,11,8.5,BF,1612740954
295,Luanda,-8.8368,13.2343,78.8,83,75,5.75,AO,1612740900
296,Gaziantep,37.0594,37.3825,41.0,93,33,3.44,TR,1612740957
297,Demba,-5.51,22.2667,69.46,88,100,0.98,CD,1612740958
298,Katghora,22.5,82.55,50.38,48,10,5.82,IN,1612740959
299,Fuyang,32.9,115.8167,39.72,71,100,12.55,CN,1612740960
300,Zhangye,38.9342,100.4517,25.63,72,53,2.71,CN,1612740961
301,Lata,40.1629,-8.3327,55.0,93,100,3.0,PT,1612740790
302,San Andrés,12.5847,-81.7006,82.4,74,40,9.22,CO,1612740843
303,Carauari,-4.8828,-66.8958,76.64,93,87,1.59,BR,1612740964
304,Vostok,46.4856,135.8833,-10.43,90,100,4.25,RU,1612740882
305,Dingle,10.9995,122.6711,76.53,91,100,10.98,PH,1612740863
306,May Pen,17.9645,-77.2451,82.4,61,20,21.85,JM,1612740968
307,Krasnosel'kup,65.7,82.4667,19.17,98,100,7.67,RU,1612740969
308,Katsuura,35.1333,140.3,45.0,44,35,1.99,JP,1612740883
309,Nelson Bay,-32.7167,152.15,75.0,64,40,17.27,AU,1612740971
310,Dengzhou,37.8086,120.7508,30.04,84,0,8.03,CN,1612740972
311,Belomorsk,64.5232,34.7668,3.15,94,80,6.29,RU,1612740973
312,Olafsvik,64.8945,-23.7142,35.2,81,39,16.22,IS,1612740974
313,Petropavlovsk-Kamchatskiy,53.0452,158.6483,23.0,93,90,2.24,RU,1612740976
314,Fethiye,36.6217,29.1164,57.2,94,75,4.61,TR,1612740846
315,Conceição da Barra,-18.5933,-39.7322,74.25,94,99,5.39,BR,1612740978
316,Bongandanga,1.5,21.05,70.56,51,94,2.93,CD,1612740979
317,Cabo San Lucas,22.8909,-109.9124,73.0,53,20,5.75,MX,1612740594
318,Vitim,59.4511,112.5578,15.3,95,100,9.53,RU,1612740816
319,Karratha,-20.7377,116.8463,79.95,67,10,11.56,AU,1612740696
320,Turukhansk,65.8167,87.9833,11.61,96,99,18.77,RU,1612740983
321,Los Llanos de Aridane,28.6585,-17.9182,60.8,77,0,4.61,ES,1612740680
322,Baghmara,23.795,86.2085,56.88,58,0,6.2,IN,1612740986
323,Mpika,-11.8343,31.4529,63.59,98,100,7.7,ZM,1612740987
324,Aklavik,68.2191,-135.0107,-22.0,76,100,10.36,CA,1612740656
325,Nanma,36.1817,118.1583,28.0,67,1,0.96,CN,1612740989
326,Ceres,37.5949,-120.9577,64.99,48,1,3.44,US,1612740990
327,Paamiut,61.994,-49.6678,26.83,84,61,11.81,GL,1612740904
328,Grand Falls,47.0461,-67.7418,21.2,63,90,5.75,CA,1612740993
329,Lengshuitan,26.4111,111.5956,53.96,80,100,9.69,CN,1612740994
330,Coquimbo,-29.9533,-71.3436,64.4,68,0,11.5,CL,1612740598
331,Flinders,-34.5833,150.8552,72.0,71,69,4.0,AU,1612740894
332,Baykit,61.67,96.37,26.64,94,99,8.84,RU,1612740860
333,Sarkand,45.41,79.9186,35.46,76,100,4.52,KZ,1612740998
334,Nome,64.5011,-165.4064,0.0,84,1,2.89,US,1612740678
335,Hambantota,6.1241,81.1185,75.2,100,0,6.91,LK,1612740799
336,Necochea,-38.5473,-58.7368,59.0,73,96,8.01,AR,1612740903
337,Yamada,39.4667,141.95,27.32,82,0,9.84,JP,1612741003
338,Gizo Government Station,-8.103,156.8419,84.85,73,76,7.87,SB,1612740865
339,San Vicente,-26.6167,-54.1333,66.76,72,17,3.06,AR,1612740867
340,Ruangwa,-10.0667,38.9333,72.77,97,94,3.13,TZ,1612741006
341,Keti Bandar,24.1447,67.4497,66.18,47,0,8.84,PK,1612740905
342,Aitape,-3.1374,142.3475,83.62,70,87,2.62,PG,1612741008
343,San Juan de los Morros,9.9115,-67.3538,77.29,60,39,2.8,VE,1612741009
344,Beloha,-25.1667,45.05,73.85,97,10,3.96,MG,1612740754
345,Erzin,36.9559,36.2,57.2,72,40,11.5,TR,1612741012
346,Paita,-5.0892,-81.1144,75.92,75,29,15.7,PE,1612740681
347,Bogale,16.2833,95.4,72.61,58,75,7.74,MM,1612741014
348,Warri,5.5167,5.75,80.58,85,96,3.06,NG,1612741015
349,Avilés,43.5547,-5.9248,51.8,82,90,4.61,ES,1612741016
350,Sainte-Maxime,43.3,6.6333,46.4,61,0,18.41,FR,1612741017
351,Eyrarbakki,63.863,-21.1481,35.6,51,0,11.5,IS,1612741018
352,Touros,-5.1989,-35.4608,80.6,83,20,12.66,BR,1612740793
353,Sharan,54.8167,54.0,-5.49,90,100,16.78,RU,1612741021
354,Marabu,4.4148,114.0089,77.0,100,40,2.3,MY,1612740912
355,Ariquemes,-9.9133,-63.0408,75.78,96,93,2.08,BR,1612741023
356,Izumo,35.3667,132.7667,39.2,93,75,17.27,JP,1612741024
357,Worland,44.0169,-107.9554,1.4,78,90,4.61,US,1612741025
358,Rawson,-43.3002,-65.1023,59.13,59,7,14.61,AR,1612740781
359,Mabaruma,8.2,-59.7833,73.11,97,100,4.61,GY,1612741027
360,Fort Nelson,58.8053,-122.7002,-14.8,70,75,10.36,CA,1612741028
361,Massakory,12.996,15.7293,67.28,22,6,10.45,TD,1612741030
362,Malbork,54.0359,19.0266,8.01,78,28,4.0,PL,1612741031
363,Balyqshy,47.0667,51.8667,6.8,78,0,11.18,KZ,1612741032
364,Maceió,-9.6658,-35.7353,77.0,88,0,8.05,BR,1612740734
365,Kudahuvadhoo,2.6708,72.8944,81.3,71,29,15.84,MV,1612740875
366,Khani,41.9563,42.9566,44.6,93,75,5.75,GE,1612741035
367,Lamar,33.6668,-95.5836,46.4,71,40,10.36,US,1612741036
368,Banff,51.1762,-115.5698,3.2,60,100,2.3,CA,1612741037
369,Tiptūr,13.2586,76.4783,58.71,66,92,6.06,IN,1612741039
370,Clyde River,70.4692,-68.5914,-2.2,92,75,11.5,CA,1612740868
371,Uglovskoye,51.3557,80.1942,20.97,96,46,7.99,RU,1612741041
372,Mincivan,39.0294,46.7185,50.11,46,0,4.83,AZ,1612741042
373,Yangi Marg`ilon,40.4272,71.7189,42.8,75,99,9.22,UZ,1612741043
374,Zelenoborskiy,66.845,32.3622,14.0,93,29,8.46,RU,1612741044
375,Río Gallegos,-51.6226,-69.2181,64.4,45,0,19.57,AR,1612741045
376,Saint-Philippe,-21.3585,55.7679,82.4,57,90,9.22,RE,1612740861
377,Chokurdakh,70.6333,147.9167,-17.7,88,100,7.94,RU,1612740868
378,Mweka,-4.85,21.5667,68.92,94,100,1.12,CD,1612741049
379,Waldoboro,44.0954,-69.3756,28.4,100,90,14.97,US,1612741050
380,Moerai,-22.4333,-151.3333,82.0,70,39,8.86,PF,1612741051
381,Bambous Virieux,-20.3428,57.7575,78.8,83,40,5.75,MU,1612740869
382,Coahuayana Viejo,18.7333,-103.6833,77.0,69,40,5.17,MX,1612740864
383,Edd,13.9297,41.6925,72.86,77,16,5.82,ER,1612741054
384,Moranbah,-22.0016,148.0466,88.41,52,13,7.76,AU,1612741055
385,Ostrovnoy,68.0531,39.5131,15.15,94,84,11.03,RU,1612740871
386,Morant Bay,17.8815,-76.4093,82.4,61,20,21.85,JM,1612741057
387,Cockburn Town,21.4612,-71.1419,77.0,83,20,6.91,TC,1612740881
388,Leningradskiy,69.3833,178.4167,-14.71,85,0,8.19,RU,1612740891
389,San Martín,-33.081,-68.4681,73.4,78,75,12.66,AR,1612741061
390,Nizhnevartovsk,60.9344,76.5531,12.2,79,75,13.42,RU,1612741062
391,Susanville,40.4163,-120.653,55.4,30,1,1.86,US,1612741063
392,Kavieng,-2.5744,150.7967,84.78,72,43,8.59,PG,1612740888
393,Owando,-0.4819,15.8999,75.16,79,85,4.94,CG,1612741065
394,Bodden Town,19.2833,-81.25,82.4,69,20,10.36,KY,1612741066
395,Lokosovo,61.1333,74.8167,4.44,92,78,13.44,RU,1612741068
396,Joshīmath,30.5667,79.5667,48.11,29,0,8.68,IN,1612741069
397,Banjarmasin,-3.3244,114.591,77.0,100,40,2.3,ID,1612741070
398,Kimbe,-5.5502,150.1429,85.91,66,40,4.72,PG,1612741071
399,Airai,-8.9266,125.4092,66.88,97,100,3.09,TL,1612740864
400,Anshun,26.25,105.9333,44.69,80,100,11.86,CN,1612741073
401,Kuching,1.55,110.3333,75.2,94,40,1.14,MY,1612741074
402,Onega,63.9061,38.1404,-5.48,92,96,5.93,RU,1612741075
403,Bougouni,11.417,-7.479,76.5,19,65,8.99,ML,1612741077
404,Minot,48.2325,-101.2963,-9.4,59,1,11.5,US,1612741071
405,Ambon City,-3.6954,128.1814,78.8,89,40,4.61,ID,1612740901
406,Lucapa,-8.4192,20.7447,65.79,94,100,2.86,AO,1612741080
407,Mahibadhoo,3.7833,72.9667,80.87,75,8,14.07,MV,1612741081
408,Laguna,38.421,-121.4238,66.0,42,1,2.95,US,1612740705
409,Mercedes,-34.6515,-59.4307,79.0,80,1,5.64,AR,1612741083
410,Kahului,20.8947,-156.47,78.8,53,40,12.66,US,1612740891
411,Balabac,7.9868,117.0645,80.91,79,98,5.17,PH,1612741085
412,Piteå,65.3172,21.4794,14.0,85,75,6.91,SE,1612741087
413,Kasongo,-4.45,26.6667,69.8,98,100,2.08,CD,1612741088
414,Broome,42.2506,-75.833,18.0,79,40,9.22,US,1612741089
415,Chui,-33.6971,-53.4616,66.56,75,34,8.48,UY,1612740862
416,Lavrentiya,65.5833,-171.0,-7.96,86,0,7.23,RU,1612740884
417,Kununurra,-15.7667,128.7333,82.4,94,90,6.91,AU,1612741092
418,Samarai,-10.6167,150.6667,85.69,67,98,4.92,PG,1612740909
419,Quatre Cocos,-20.2078,57.7625,78.8,83,40,5.75,MU,1612740867
420,Maniitsoq,65.4167,-52.9,25.99,79,0,18.19,GL,1612740779
421,Semey,50.4111,80.2275,27.95,94,97,12.82,KZ,1612741097
422,Taitung City,22.7583,121.1444,62.6,82,20,5.75,TW,1612741098
423,Tres Arroyos,-38.3739,-60.2798,57.67,75,98,14.16,AR,1612741099
424,Kaeo,-35.1,173.7833,69.01,79,46,7.0,NZ,1612740655
425,Mlonggo,-6.5333,110.7,77.0,94,75,3.44,ID,1612741101
426,Tuatapere,-46.1333,167.6833,67.93,56,100,6.67,NZ,1612740865
427,Uusikaupunki,60.8004,21.4084,21.2,86,0,2.3,FI,1612741104
428,Esim,4.8699,-2.2405,79.81,87,50,7.05,GH,1612741105
429,Lagoa,39.05,-27.9833,57.81,77,80,17.29,PT,1612740692
430,Priekule,56.4468,21.5897,6.8,92,20,3.44,LV,1612741107
431,Lakes Entrance,-37.8811,147.981,64.99,59,16,1.99,AU,1612741108
432,Nicolet,46.2168,-72.6158,26.6,93,100,3.44,CA,1612741109
433,Biak,-0.9131,122.8766,80.24,74,100,1.16,ID,1612741111
434,Waingapu,-9.6567,120.2641,81.72,75,95,9.51,ID,1612740900
435,Pangkalanbuun,-2.6833,111.6167,76.48,93,99,1.72,ID,1612740901
436,Nouadhibou,20.931,-17.0347,62.6,77,0,18.41,MR,1612741114
437,Leh,34.1667,77.5833,10.96,57,5,1.39,IN,1612740877
438,Meulaboh,4.1363,96.1285,76.32,85,63,3.87,ID,1612740715
439,Alexandria,31.2156,29.9553,57.2,88,0,4.61,EG,1612741058
440,Vlădeni,47.7167,26.5167,25.0,93,90,13.8,RO,1612741118
441,Lábrea,-7.2586,-64.7981,77.4,90,71,0.76,BR,1612741119
442,Vila Velha,-20.3297,-40.2925,70.0,94,90,8.7,BR,1612740696
443,Highland,34.1283,-117.2086,75.2,17,1,8.05,US,1612741122
444,Molodizhne,48.1773,32.6601,14.0,79,90,8.95,UA,1612741123
445,Beira,-19.8436,34.8389,80.6,94,75,3.44,MZ,1612741124
446,Caconda,-13.7333,15.0667,63.0,55,100,10.38,AO,1612741125
447,Annau,37.8876,58.516,50.0,93,75,4.61,TM,1612741126
448,Tulagi,-9.0996,160.1476,83.88,73,64,11.36,SB,1612741127
449,Sisimiut,66.9395,-53.6735,24.71,79,0,17.2,GL,1612740875
450,Maués,-3.3836,-57.7186,77.25,87,94,0.78,BR,1612741129
451,Luba,3.4568,8.5547,77.0,83,20,3.44,GQ,1612741131
452,Vestmannaeyjar,63.4427,-20.2734,37.83,85,97,28.32,IS,1612741132
453,Zheleznodorozhnyy,55.7503,38.0042,6.8,72,40,11.18,RU,1612741133
454,Vredendal,-31.6683,18.5012,57.94,74,0,4.59,ZA,1612741134
455,Carbonia,39.1672,8.5222,52.0,100,20,11.5,IT,1612741135
456,Port Lincoln,-34.7333,135.8667,63.16,73,67,16.51,AU,1612740883
457,Dongzhen,22.3797,110.9389,65.84,60,83,2.21,CN,1612741137
458,Yining,29.0361,114.5636,51.04,87,100,4.45,CN,1612741139
459,Ruteng,-8.6136,120.4721,67.89,96,100,1.7,ID,1612741140
460,Jumla,29.2747,82.1838,35.01,57,0,6.06,NP,1612741141
461,Pisco,-13.7,-76.2167,73.4,78,75,9.22,PE,1612740861
462,Oulu,65.0124,25.4682,1.4,85,0,5.75,FI,1612741143
463,Ust-Tsilma,65.441,52.1498,-18.44,85,100,10.54,RU,1612741144
464,San Quintín,30.4833,-115.95,63.57,59,0,10.76,MX,1612740814
465,Kuytun,54.3419,101.5036,10.98,92,75,2.44,RU,1612741146
466,Batemans Bay,-35.7167,150.1833,69.01,67,26,3.0,AU,1612741147
467,Walvis Bay,-22.9575,14.5053,64.99,82,15,11.5,NA,1612741149
468,Juàzeirinho,-6.8167,-38.05,82.45,60,47,13.11,BR,1612741150
469,Oistins,13.0667,-59.5333,78.8,65,40,17.27,BB,1612741151
470,Pilar,-9.5972,-35.9567,77.0,88,0,8.05,BR,1612741152
471,Saint-Augustin,51.226,-58.6502,20.43,92,7,14.05,CA,1612741153
472,Okha,53.5739,142.9478,18.48,97,100,22.37,RU,1612741154
473,Talnakh,69.4865,88.3972,-18.69,75,28,2.26,RU,1612740880
474,Vao,-22.6667,167.4833,78.21,83,68,6.76,NC,1612740869
475,Alta Floresta,-9.8756,-56.0861,70.54,97,100,1.34,BR,1612740799
476,Saint-Leu,-21.15,55.2833,77.0,61,11,2.17,RE,1612741159
477,Guerrero Negro,27.9769,-114.0611,70.52,31,0,12.91,MX,1612740876
478,Beringovskiy,63.05,179.3167,4.96,93,100,16.73,RU,1612740892
479,Sangar,63.9242,127.4739,-33.41,78,0,0.96,RU,1612741162
480,Kushmurun,52.4503,64.6311,0.27,92,13,9.84,KZ,1612741163
481,Niamey,13.5137,2.1098,77.0,15,48,3.44,NE,1612741002
482,Matara,5.9485,80.5353,74.1,91,5,4.0,LK,1612740881
483,Umm Hājar,13.2954,19.6966,66.25,22,40,10.09,TD,1612741166
484,Cayenne,4.9333,-52.3333,80.6,83,75,11.5,GF,1612740864
485,Poltavka,54.3663,71.7632,3.25,93,65,10.18,RU,1612741169
486,Horasan,40.0458,42.1728,18.48,88,60,0.6,TR,1612741170
487,Saldanha,-33.0117,17.9442,62.6,72,0,13.8,ZA,1612740632
488,Salinópolis,-0.6136,-47.3561,78.53,88,78,10.69,BR,1612741172
489,Prestea,5.4327,-2.1428,76.32,95,51,2.8,GH,1612741173
490,Khorixas,-20.3667,14.9667,67.48,51,86,3.78,NA,1612741174
491,Grand Forks,47.9417,-97.4337,-9.4,59,20,10.36,US,1612740846
492,Sistranda,63.7256,8.834,23.0,86,40,10.36,NO,1612741176
493,Haysville,37.5645,-97.3523,21.0,86,90,9.22,US,1612741178
494,Talcahuano,-36.7167,-73.1167,62.6,77,75,6.91,CL,1612740876
495,Beyneu,45.3167,55.2,23.88,87,98,15.32,KZ,1612741180
496,Nuuk,64.1835,-51.7216,30.2,47,20,16.11,GL,1612741181
497,Zheshart,62.0731,49.5733,-19.91,85,100,9.46,RU,1612741182
498,Sovetskiy,61.3614,63.5842,-13.25,90,100,6.24,RU,1612741183
499,Narsaq,60.9167,-46.05,37.4,30,20,40.29,GL,1612740661
500,Inhambane,-23.865,35.3833,78.8,85,99,7.29,MZ,1612741185
501,Richards Bay,-28.783,32.0377,74.88,93,93,5.14,ZA,1612740873
502,Misratah,32.3754,15.0925,67.26,50,91,17.72,LY,1612741188
503,Salalah,17.0151,54.0924,71.6,68,75,5.75,OM,1612740776
504,Svetlaya,46.5389,138.3297,5.27,82,88,13.31,RU,1612741190
505,Rivadavia,-33.1905,-68.4608,73.4,78,75,12.66,AR,1612741191
506,Tofield,53.3668,-112.6686,-16.6,76,68,1.14,CA,1612741192
507,Isla Mujeres,21.2311,-86.731,80.6,83,20,10.36,MX,1612741193
508,Coyhaique,-45.5752,-72.0662,77.0,29,0,9.22,CL,1612740892
509,Vadsø,70.0744,29.7487,23.0,79,90,18.41,NO,1612741129
510,Moroto,2.5345,34.6666,70.38,55,88,5.03,UG,1612741196
511,Bonthe,7.5264,-12.505,79.16,84,31,5.86,SL,1612741198
512,Zhezkazgan,47.8043,67.7144,33.98,98,100,28.54,KZ,1612741199
513,Evensk,61.95,159.2333,14.0,93,100,40.85,RU,1612740881
514,Haines Junction,60.7522,-137.5108,-13.0,48,19,1.14,CA,1612741201
515,Jiuquan,39.7432,98.5174,26.06,75,84,2.62,CN,1612740887
516,Malartic,48.1335,-78.1328,6.8,72,40,2.3,CA,1612741205
517,Atar,20.5169,-13.0499,58.53,37,0,8.99,MR,1612740864
518,Khasan,42.4308,130.6434,8.15,86,57,22.7,RU,1612741207
519,Sampit,-2.5333,112.95,76.33,95,100,2.35,ID,1612741208
520,Severo-Kuril'sk,50.6789,156.125,23.29,91,34,17.56,RU,1612740646
521,Slonim,53.0867,25.3219,2.41,90,74,10.54,BY,1612741210
522,Muscat,23.6139,58.5922,68.0,68,0,3.44,OM,1612741078
523,Constitución,-35.3333,-72.4167,59.76,89,2,8.32,CL,1612740645
524,Tarakan,3.3,117.6333,75.2,100,40,4.61,ID,1612741214
525,Manggar,-2.8833,108.2667,80.11,81,100,11.88,ID,1612741215
526,Solnechnyy,50.7214,136.6319,2.23,88,100,0.96,RU,1612741216
527,Östersund,63.1792,14.6357,15.8,86,90,8.05,SE,1612741217
528,Eyl,7.9803,49.8164,73.51,81,1,16.73,SO,1612741218
529,Noumea,-22.2763,166.4572,84.2,65,0,5.75,NC,1612741219
530,Markova,48.6758,24.4138,23.31,97,100,6.24,UA,1612741221
531,Abirāmam,9.4667,78.45,70.83,74,19,13.2,IN,1612741222
532,Tigil',57.8,158.6667,27.23,93,0,20.31,RU,1612741223
533,Sakaiminato,35.55,133.2333,39.2,87,75,17.27,JP,1612741224
534,Fairbanks,64.8378,-147.7164,-2.99,77,20,4.61,US,1612740887
535,Assiut,27.181,31.1837,55.4,71,0,5.75,EG,1612740869
536,Sarankhola,22.3082,89.7897,56.82,49,0,5.95,BD,1612741227
537,Alice Springs,-23.7,133.8833,82.4,24,59,12.66,AU,1612740880
538,Neryungri,56.6709,124.6491,-25.8,82,23,1.16,RU,1612741230
539,Port Blair,11.6667,92.75,76.95,81,12,12.44,IN,1612740783
540,Pagudpud,18.5616,120.7868,73.4,94,75,2.3,PH,1612741232
541,Ribe,55.3305,8.7697,27.0,68,90,14.97,DK,1612741233
542,Iqaluit,63.7506,-68.5145,30.2,74,90,18.41,CA,1612740870
543,Broken Hill,-31.95,141.4333,68.0,42,0,13.8,AU,1612740886
544,Le Port,-20.9373,55.2919,75.2,88,75,9.22,RE,1612741226
545,Emerald,-23.5333,148.1667,88.0,70,40,5.75,AU,1612741237
546,Tura,25.5198,90.2201,56.86,44,2,2.84,IN,1612741238
547,Buraidah,26.326,43.975,51.8,100,40,3.44,SA,1612741241
548,Zhigansk,66.7697,123.3711,-31.67,77,7,3.09,RU,1612741242
549,Puerto Carreño,6.189,-67.4859,87.58,50,100,10.54,CO,1612741205
550,Ilo,-17.6394,-71.3375,71.28,81,46,1.52,PE,1612741244
551,Kupang,-10.1667,123.5833,77.0,100,20,2.3,ID,1612740670
552,Panguna,-6.3164,155.4848,84.52,61,15,2.28,PG,1612741246
553,Parfen'yevo,58.484,43.4088,-20.29,86,60,8.23,RU,1612741247
554,Rūdbār,30.15,62.6,59.54,30,45,11.92,AF,1612741249
555,Sinnamary,5.3833,-52.95,78.03,83,100,13.85,GF,1612741250
556,Linköping,58.4109,15.6216,5.0,85,16,3.44,SE,1612741251
557,Madison,34.7334,-86.5667,34.0,86,90,5.75,US,1612741252
558,Bahir Dar,11.5936,37.3908,57.87,37,0,2.91,ET,1612741253
559,Zunyi,27.6867,106.9072,49.39,89,100,1.16,CN,1612741254
560,Lompoc,34.6391,-120.4579,61.0,82,1,13.8,US,1612740876
561,Lykhivka,48.6874,33.9228,18.64,78,100,9.17,UA,1612741256
562,Te Anau,-45.4167,167.7167,65.98,58,100,4.12,NZ,1612740860
563,Korla,41.7597,86.1469,31.19,78,71,3.56,CN,1612740879
564,Pata,17.7152,121.5018,74.26,89,30,1.32,PH,1612741260
565,Porto-Novo,6.4965,2.6036,84.2,89,40,13.8,BJ,1612740904
566,Kayerkan,69.3497,87.7602,-20.0,80,43,6.93,RU,1612740893
567,Riyadh,24.6877,46.7219,57.2,72,0,9.22,SA,1612741257
568,Mattru,7.6244,-11.8332,76.32,88,17,0.94,SL,1612741264
569,Kovdor,67.5662,30.4758,5.67,95,87,5.88,RU,1612741265
570,Kampong Chhnang,12.1667,104.55,75.47,76,48,2.75,KH,1612741267
571,Kilakarai,9.2333,78.7833,74.21,74,15,16.71,IN,1612741268
572,Shellbrook,53.2168,-106.4011,-22.0,57,1,13.8,CA,1612741269
573,Lālmohan,22.3384,90.7419,62.38,57,0,12.93,BD,1612741270
574,Esqueda,30.7167,-109.5833,66.43,25,0,11.32,MX,1612741271
575,Gawler,-34.6,138.7333,66.0,60,0,11.99,AU,1612741272
576,Łazy Bledowskie,50.35,19.4167,19.0,90,100,10.0,PL,1612741273
577,Aksu,41.1231,80.2644,25.93,89,78,0.38,CN,1612740888
578,Kavaratti,10.5669,72.642,80.82,69,40,9.17,IN,1612740670
579,Yaring,6.8662,101.3689,75.45,87,39,7.47,TH,1612741277
580,Cham,47.1821,8.4636,37.99,87,75,2.3,CH,1612741142
581,Safi,32.2994,-9.2372,57.74,73,52,6.93,MA,1612740893
582,Burgersdorp,-30.9977,26.3286,64.8,79,0,6.4,ZA,1612741280
583,Takanabe,32.1333,131.5,50.0,66,40,16.11,JP,1612741281
